work_period,mean_value,peak_value,period_start_time,period_end_time,interval_id,mean_value_z,peak_value_z
45,3.069538552631579,6.07468,2022-10-17 13:51:25.362000+00:00,2022-10-17 13:51:59.859000+00:00,5,-0.7001283294317715,-0.8474338636596496
46,3.5029168055555555,7.63662,2022-10-17 13:52:18.520000+00:00,2022-10-17 13:52:50.914000+00:00,5,0.7249265090599387,0.415394078135158
47,3.0387675,6.832389999999999,2022-10-17 13:53:07.899000+00:00,2022-10-17 13:53:42.127000+00:00,5,-0.8013111579245676,-0.23482559459851854
48,3.500560661764706,6.4696324999999995,2022-10-17 13:53:59.157000+00:00,2022-10-17 13:54:33.658000+00:00,5,0.7171789257728707,-0.5281149060289382
49,3.4822699999999998,7.970437500000001,2022-10-17 13:54:48.707000+00:00,2022-10-17 13:55:24.722000+00:00,5,0.6570347079420279,0.6852854097228565
50,3.2744121052631576,6.008367499999999,2022-10-17 13:55:39.784000+00:00,2022-10-17 13:56:14.190000+00:00,5,-0.0264534380711466,-0.9010474966354801
51,2.853607426470588,6.219627499999999,2022-10-17 13:56:36.935000+00:00,2022-10-17 13:57:07.611000+00:00,6,-1.41016325628968,-0.7302438607829056
52,3.411555625,9.406652500000002,2022-10-17 13:57:26.569000+00:00,2022-10-17 13:57:58.862000+00:00,6,0.42450836042743734,1.8464647331442623
53,3.462931544117647,6.851605,2022-10-17 13:58:17.863000+00:00,2022-10-17 13:58:52.034000+00:00,6,0.5934450840091922,-0.21929027384254304
54,3.513401315789474,7.0194737499999995,2022-10-17 13:59:09.069000+00:00,2022-10-17 13:59:43.363000+00:00,6,0.7594021707648247,-0.08356844838563288
55,3.2317275,7.26130125,2022-10-17 14:00:13.300000+00:00,2022-10-17 14:00:48.214000+00:00,6,-0.1668109729704396,0.11194900048844951
56,3.230078486842105,6.75721125,2022-10-17 14:01:04.742000+00:00,2022-10-17 14:01:39.190000+00:00,6,-0.1722333359144489,-0.2956075875874972
57,3.82708984375,8.145526249999998,2022-10-17 14:02:00.436000+00:00,2022-10-17 14:02:29.143000+00:00,6,1.7908876030250969,0.8268446026457099
58,3.6216340789473684,8.02466375,2022-10-17 14:04:24.565000+00:00,2022-10-17 14:04:59.268000+00:00,6,1.1152982541073846,0.7291273138156832
59,3.1620347222222223,8.358363750000002,2022-10-17 14:05:27.120000+00:00,2022-10-17 14:05:59.587000+00:00,6,-0.39597805625177707,0.9989236466946222
60,3.6885571052631576,8.851443750000001,2022-10-17 14:06:20.038000+00:00,2022-10-17 14:06:54.378000+00:00,6,1.3353577098238971,1.3975786536348265
61,3.113176640625,6.6288775,2022-10-17 14:07:11.332000+00:00,2022-10-17 14:07:44.106000+00:00,7,-0.5566355075885386,-0.3993653794202884
62,3.5161475,8.876348750000002,2022-10-17 14:08:03.147000+00:00,2022-10-17 14:08:35.190000+00:00,7,0.7684323033803767,1.4177143373937418
63,3.2077225,6.0455187499999985,2022-10-17 14:08:53.941000+00:00,2022-10-17 14:09:32.096000+00:00,7,-0.24574534765858094,-0.8710107240497194
64,3.3736551973684215,8.700448750000001,2022-10-17 14:09:45.436000+00:00,2022-10-17 14:10:19.627000+00:00,7,0.29988238435945835,1.2754992491306156
65,3.4470990131578945,6.62188875,2022-10-17 14:10:38.565000+00:00,2022-10-17 14:11:12.952000+00:00,7,0.541383807981751,-0.4050157813423968
66,3.7177450735294117,7.04999875,2022-10-17 14:11:29.923000+00:00,2022-10-17 14:12:04.582000+00:00,7,1.4313349655420433,-0.058888996599208605
67,3.667241544117647,7.268146249999999,2022-10-17 14:12:23.412000+00:00,2022-10-17 14:12:57.799000+00:00,7,1.2652668749916653,0.11748318058601062
68,3.3289828472222225,7.13762375,2022-10-17 14:13:16.706000+00:00,2022-10-17 14:13:53.097000+00:00,7,0.1529886528601899,0.011955785146421894
69,3.235498541666667,9.308638750000002,2022-10-17 14:14:08.065000+00:00,2022-10-17 14:14:40.758000+00:00,7,-0.154410855666491,1.7672206506698456
70,3.281656484375,7.2768299999999995,2022-10-17 14:15:43.158000+00:00,2022-10-17 14:16:15.852000+00:00,7,-0.0026321285440849044,0.12450398941321338
71,3.13814984375,7.838865,2022-10-17 14:16:34.799000+00:00,2022-10-17 14:17:07.364000+00:00,8,-0.47451744165928095,0.5789090896517921
72,3.673536041666667,10.42964625,2022-10-17 14:18:21.275000+00:00,2022-10-17 14:18:53.894000+00:00,8,1.2859647391036386,2.673554820971867
73,3.24659375,7.210633750000001,2022-10-17 14:19:14.588000+00:00,2022-10-17 14:19:44.909000+00:00,8,-0.11792706762956838,0.07098434452158359
74,3.3442153676470587,8.50348375,2022-10-17 14:20:13.162000+00:00,2022-10-17 14:20:47.778000+00:00,8,0.20307694590992115,1.1162531157608209
75,3.384148382352941,8.034742499999998,2022-10-17 14:21:04.714000+00:00,2022-10-17 14:21:39.293000+00:00,8,0.3343865707889544,0.7372759796532711
76,3.1812984558823527,6.602462499999998,2022-10-17 14:21:56.088000+00:00,2022-10-17 14:22:30.765000+00:00,8,-0.3326341374589711,-0.42072189764922946
77,3.1875949342105265,6.1013874999999995,2022-10-17 14:22:47.666000+00:00,2022-10-17 14:23:22.319000+00:00,8,-0.31192976005543693,-0.8258408592833711
78,3.350626447368421,7.2680675,2022-10-17 14:23:48.285000+00:00,2022-10-17 14:24:22.721000+00:00,8,0.22415816102683694,0.11741951123865069
79,3.6250521710526313,10.15581,2022-10-17 14:24:37.568000+00:00,2022-10-17 14:25:11.953000+00:00,8,1.1265377859947165,2.4521583089571246
80,2.5352379687499997,4.5776275,2022-10-17 14:25:34.632000+00:00,2022-10-17 14:26:07.097000+00:00,8,-2.4570407428540397,-2.0578002844784846
81,3.09957703125,6.01165625,2022-10-17 14:26:26.237000+00:00,2022-10-17 14:26:58.534000+00:00,9,-0.6013543854064355,-0.8983885434147558
82,3.4393275,9.2534325,2022-10-17 14:27:17.364000+00:00,2022-10-17 14:27:53.862000+00:00,9,0.5158291513894137,1.7225864169209748
83,3.5806418421052633,6.79972,2022-10-17 14:28:18.768000+00:00,2022-10-17 14:28:56.376000+00:00,9,0.9805056449759627,-0.26123927813209585
84,3.0173028472222225,6.01340125,2022-10-17 14:29:11.386000+00:00,2022-10-17 14:29:44.049000+00:00,9,-0.8718922429031953,-0.8969777115272105
85,3.1808940625,5.64198875,2022-10-17 14:30:49.643000+00:00,2022-10-17 14:31:23.103000+00:00,9,-0.3339638828771765,-1.1972645874199233
86,2.775521875,7.486138749999999,2022-10-17 14:31:43.861000+00:00,2022-10-17 14:32:16.159000+00:00,9,-1.6669278543946409,0.2937300403256325
87,2.9056671323529413,6.12779375,2022-10-17 14:33:03.402000+00:00,2022-10-17 14:33:37.954000+00:00,9,-1.2389780727749062,-0.8044914154263598
88,3.0558714705882353,5.9157874999999995,2022-10-17 14:33:55.018000+00:00,2022-10-17 14:34:29.482000+00:00,9,-0.7450690740642587,-0.9758983941420188
89,3.264369407894737,6.4235275000000005,2022-10-17 14:34:48.245000+00:00,2022-10-17 14:35:26.261000+00:00,9,-0.05947630984613239,-0.5653907823471376
90,3.7539988194444445,8.53559875,2022-10-17 14:35:50.742000+00:00,2022-10-17 14:36:23.096000+00:00,9,1.5505462450215637,1.1422180819891918
91,3.6417019444444443,7.885445000000001,2022-10-17 14:36:42.017000+00:00,2022-10-17 14:37:14.206000+00:00,10,1.181286357183303,0.6165690033032786
92,2.9192900694444446,5.666919999999999,2022-10-17 14:37:33.396000+00:00,2022-10-17 14:38:05.866000+00:00,10,-1.1941824876579012,-1.1771076805452223
93,3.03747203125,6.046045,2022-10-17 14:38:24.809000+00:00,2022-10-17 14:38:56.861000+00:00,10,-0.8055709794496365,-0.8705852511094195
94,3.108576644736842,6.97901375,2022-10-17 14:40:06.683000+00:00,2022-10-17 14:40:41.345000+00:00,10,-0.5717614313127534,-0.11628034418509846
95,3.5875625,9.6613875,2022-10-17 14:40:58.259000+00:00,2022-10-17 14:41:30.773000+00:00,10,1.0032624791085023,2.052417891238106
96,3.32784625,7.395312499999999,2022-10-17 14:41:51.620000+00:00,2022-10-17 14:42:22.487000+00:00,10,0.14925124019581085,0.22029704907856743
97,3.3384580882352943,6.6448149999999995,2022-10-17 14:43:35.503000+00:00,2022-10-17 14:44:10.127000+00:00,10,0.18414558784816165,-0.38647991626398637
98,3.5013548529411764,5.97733625,2022-10-17 14:44:34.487000+00:00,2022-10-17 14:45:09.003000+00:00,10,0.7197904227067405,-0.9261362513692214
99,3.6096564583333333,9.378765000000003,2022-10-17 14:45:26.081000+00:00,2022-10-17 14:45:59.036000+00:00,10,1.0759128763352261,1.8239176991821378
100,3.5962598529411767,8.23465625,2022-10-17 14:46:17.609000+00:00,2022-10-17 14:46:50.223000+00:00,10,1.0318615258010178,0.898906176363122
101,3.14749015625,5.430022500000001,2022-10-17 14:47:08.972000+00:00,2022-10-17 14:47:42.113000+00:00,11,-0.44380418498028346,-1.3686392261496205
102,3.3555715441176472,6.666395,2022-10-17 14:47:59.049000+00:00,2022-10-17 14:48:33.510000+00:00,11,0.24041886170055202,-0.36903249383807235
103,3.119477039473684,6.861871250000001,2022-10-17 14:48:50.510000+00:00,2022-10-17 14:49:28.636000+00:00,11,-0.535918238544307,-0.2109900143207612
104,3.4295097368421055,7.809245,2022-10-17 14:49:41.736000+00:00,2022-10-17 14:50:16.155000+00:00,11,0.4835459189084851,0.5549613300477338
105,3.2118160526315793,5.097,2022-10-17 14:50:33.104000+00:00,2022-10-17 14:51:07.418000+00:00,11,-0.2322847345685285,-1.637887800516345
106,3.2421017968749997,7.771327499999999,2022-10-17 14:51:33.839000+00:00,2022-10-17 14:52:02.748000+00:00,11,-0.13269772003741506,0.524305044605908
107,2.9405503125,6.810834999999999,2022-10-17 14:52:21.499000+00:00,2022-10-17 14:52:53.905000+00:00,11,-1.124273552381576,-0.25225280453320703
108,3.090292352941176,5.58751625,2022-10-17 14:53:10.848000+00:00,2022-10-17 14:53:45.047000+00:00,11,-0.6318847031105623,-1.2413055845513226
109,3.8014253472222226,9.91901125,2022-10-17 14:54:04.039000+00:00,2022-10-17 14:54:36.624000+00:00,11,1.7064963934809976,2.2607066026930664
110,3.350354144736842,5.84768625,2022-10-17 14:54:55.317000+00:00,2022-10-17 14:55:30.041000+00:00,11,0.22326276265359646,-1.0309582308650385
111,3.1407653289473685,6.9566187500000005,2022-10-17 14:55:59.959000+00:00,2022-10-17 14:56:33.987000+00:00,12,-0.4659170797113377,-0.1343866938249656
112,3.190981644736842,6.819993750000001,2022-10-17 14:58:06.612000+00:00,2022-10-17 14:58:41.206000+00:00,12,-0.30079341855806313,-0.24484795837271714
113,3.1835257352941175,6.899227499999999,2022-10-17 14:58:58.060000+00:00,2022-10-17 14:59:32.636000+00:00,12,-0.32531029210910944,-0.18078749930695126
114,3.0933385294117643,6.50142625,2022-10-17 14:59:51.429000+00:00,2022-10-17 15:00:25.691000+00:00,12,-0.6218681217776894,-0.5024096703128166
115,3.41489796875,7.573992499999999,2022-10-17 15:00:54.083000+00:00,2022-10-17 15:01:26.487000+00:00,12,0.43549881299561344,0.3647597663659768
116,3.9493707638888886,7.73877875,2022-10-17 15:01:45.503000+00:00,2022-10-17 15:02:21.665000+00:00,12,2.192977499607217,0.4979893916547749
117,3.4066048684210526,6.3801375,2022-10-17 15:02:36.680000+00:00,2022-10-17 15:03:11.182000+00:00,12,0.4082290488343348,-0.600471582118241
118,3.080580657894737,6.280141249999999,2022-10-17 15:06:38.755000+00:00,2022-10-17 15:07:13.284000+00:00,12,-0.663819157418107,-0.6813185151468467
119,3.5744617647058825,8.985735,2022-10-17 15:07:28.356000+00:00,2022-10-17 15:08:02.738000+00:00,12,0.9601840226037719,1.50615308212667
120,2.6413949999999997,6.469936249999999,2022-10-17 15:08:21.705000+00:00,2022-10-17 15:08:54.306000+00:00,12,-2.1079701792019554,-0.5278693242605479
121,3.923203486842105,7.5608175,2022-10-17 15:09:10.982000+00:00,2022-10-17 15:09:45.322000+00:00,13,2.106933023415621,0.35410778349010064
122,3.716567361111111,8.587105000000001,2022-10-17 15:10:04.547000+00:00,2022-10-17 15:10:37.025000+00:00,13,1.4274623559481665,1.1838608670366777
123,3.372976319444444,6.688267499999999,2022-10-17 15:10:57.800000+00:00,2022-10-17 15:11:30.362000+00:00,13,0.29765006590835535,-0.3513485852648195
124,2.6371079411764704,4.740595,2022-10-17 15:11:47.195000+00:00,2022-10-17 15:12:21.377000+00:00,13,-2.1220670884911272,-1.9260411179263475
125,3.3964346093750004,6.813750000000001,2022-10-17 15:12:40.294000+00:00,2022-10-17 15:13:12.720000+00:00,13,0.3747867227265845,-0.24989602805630406
126,3.458640328947369,6.2754225,2022-10-17 15:15:12.710000+00:00,2022-10-17 15:15:47.190000+00:00,13,0.5793345076243479,-0.6851336228656724
127,3.0857959027777775,6.440237499999999,2022-10-17 15:16:09.835000+00:00,2022-10-17 15:16:42.150000+00:00,13,-0.6466701428924521,-0.5518807532119661
128,2.8044639583333333,5.2709875,2022-10-17 15:17:16.145000+00:00,2022-10-17 15:17:48.768000+00:00,13,-1.5717591291253734,-1.4972189678319756
129,3.3773651470588235,5.8453425,2022-10-17 15:18:54.554000+00:00,2022-10-17 15:19:29.319000+00:00,13,0.3120816161418517,-1.0328531519174355
130,3.298232236842105,6.105913749999998,2022-10-17 15:19:54.008000+00:00,2022-10-17 15:20:31.831000+00:00,13,0.05187304354407858,-0.8221813877469822
131,3.1920536842105265,8.080511249999999,2022-10-17 15:20:44.942000+00:00,2022-10-17 15:21:19.325000+00:00,14,-0.2972682877313066,0.7742799979644878
132,3.4720300694444446,7.27884,2022-10-17 15:21:36.508000+00:00,2022-10-17 15:22:09.221000+00:00,14,0.6233632846863418,0.12612907370774962
133,3.3127861029411765,7.0943675,2022-10-17 15:22:28.115000+00:00,2022-10-17 15:23:02.206000+00:00,14,0.0997297533889087,-0.023016877796624886
134,2.8446500735294116,5.431055000000001,2022-10-17 15:23:19.316000+00:00,2022-10-17 15:23:53.362000+00:00,14,-1.4396172472612587,-1.3678044502620044
135,3.0438914062499998,5.828754999999999,2022-10-17 15:24:17.879000+00:00,2022-10-17 15:24:50.362000+00:00,14,-0.784462487405743,-1.0462641398456034
136,3.125199852941176,6.018260000000001,2022-10-17 15:25:18.619000+00:00,2022-10-17 15:25:53.262000+00:00,14,-0.5171002130282327,-0.8930494138575202
137,2.9328412499999996,5.963355000000001,2022-10-17 15:26:08.399000+00:00,2022-10-17 15:26:42.784000+00:00,14,-1.1496228557712591,-0.9374400870871217
138,3.6292236184210522,7.5918175,2022-10-17 15:27:01.406000+00:00,2022-10-17 15:27:35.823000+00:00,14,1.1402545362371992,0.3791712726098106
139,2.9271374305555558,7.90193,2022-10-17 15:28:05.924000+00:00,2022-10-17 15:28:38.536000+00:00,14,-1.1683784242437123,0.6298971200174204
140,3.481435588235294,8.90841625,2022-10-17 15:29:59.493000+00:00,2022-10-17 15:30:33.878000+00:00,14,0.6542909557704191,1.4436408998887817
141,3.41024,7.057411249999999,2022-10-17 15:31:17.557000+00:00,2022-10-17 15:31:50.098000+00:00,15,0.42018226016919535,-0.05289599295082786
142,3.0247127857142857,7.204576250000001,2022-10-17 15:32:44.738000+00:00,2022-10-17 15:34:29.137000+00:00,15,-0.8475265332031913,0.06608685789762687
143,1.4449224999999999,3.4185387499999997,2022-10-17 16:55:29.244000+00:00,2022-10-17 16:55:36.845000+00:00,15,-6.042267559708427,-2.9949231320398613
144,1.456197,3.8623,2022-10-17 17:04:19.539000+00:00,2022-10-17 17:04:27.196000+00:00,15,-6.005194216345733,-2.6361423171649037
145,3.5809913970588236,7.7824237499999995,2022-10-17 17:26:14.356000+00:00,2022-10-17 17:26:48.996000+00:00,15,0.98165506808275,0.5332763588363786
146,2.751401985294118,5.202597500000001,2022-10-17 17:28:44.174000+00:00,2022-10-17 17:29:18.737000+00:00,15,-1.7462400148395796,-1.55251225882865
147,3.4733384375,6.989175,2022-10-17 17:29:37.425000+00:00,2022-10-17 17:30:10.582000+00:00,15,0.6276655223171351,-0.10806497712646437
148,3.1870194531249996,5.667893749999999,2022-10-17 17:30:31.523000+00:00,2022-10-17 17:31:03.861000+00:00,15,-0.313822084139208,-1.1763204040119863
149,3.5747488815789468,6.9530562499999995,2022-10-17 17:31:22.877000+00:00,2022-10-17 17:31:57.331000+00:00,15,0.9611281338654983,-0.13726697382461048
150,3.200352847222222,8.594727500000001,2022-10-17 17:33:09.117000+00:00,2022-10-17 17:33:41.659000+00:00,15,-0.2699785879702932,1.1900236556113546
151,3.4788401973684215,7.68283875,2022-10-17 17:36:52.252000+00:00,2022-10-17 17:37:30.331000+00:00,16,0.6457566689490111,0.4527619212884349
152,3.4073306249999997,6.920385,2022-10-17 17:39:01.251000+00:00,2022-10-17 17:39:37.489000+00:00,16,0.4106155158926559,-0.16368166798274938
153,3.2076286184210527,8.525586250000002,2022-10-17 17:39:50.736000+00:00,2022-10-17 17:40:25.109000+00:00,16,-0.24605405350023643,1.1341229792533514
154,3.335948680555555,6.31187375,2022-10-17 17:50:53.579000+00:00,2022-10-17 17:51:29.923000+00:00,16,0.17589403500342796,-0.655662800034227
155,3.5683897794117647,7.310072500000001,2022-10-17 17:52:34.879000+00:00,2022-10-17 17:53:05.552000+00:00,16,0.9402178337969909,0.15138053899585818
156,3.899154485294117,7.29797625,2022-10-17 17:53:24.353000+00:00,2022-10-17 17:53:58.456000+00:00,16,2.027853960759318,0.1416007251163637
157,2.976007734375,8.921353750000002,2022-10-17 17:54:19.244000+00:00,2022-10-17 17:54:51.931000+00:00,16,-1.0076807832186199,1.4541008640980166
158,3.217165208333333,6.611496249999999,2022-10-17 17:55:10.752000+00:00,2022-10-17 17:55:46.924000+00:00,16,-0.2146953881645533,-0.4134181139448679
159,3.472218402777778,7.1538775,2022-10-17 17:56:00.058000+00:00,2022-10-17 17:56:32.799000+00:00,16,0.6239825712474587,0.025096936316727422
160,2.9385883333333336,8.2689425,2022-10-17 17:56:53.379000+00:00,2022-10-17 17:57:25.819000+00:00,16,-1.1307250249361265,0.9266265974544322
161,3.583613046875,7.72061875,2022-10-17 17:57:44.683000+00:00,2022-10-17 17:58:17.306000+00:00,17,0.9902757008213947,0.4833070380285193
162,3.0681625,8.394987500000001,2022-10-17 17:58:36.382000+00:00,2022-10-17 17:59:09.118000+00:00,17,-0.7046531306819959,1.028533935715523
163,3.636139013157895,5.94757625,2022-10-17 17:59:25.968000+00:00,2022-10-17 18:00:00.759000+00:00,17,1.1629940638053864,-0.9501972009241422
164,3.2853698026315787,6.8691087500000005,2022-10-17 18:00:15.540000+00:00,2022-10-17 18:00:50.013000+00:00,17,0.009578179916698383,-0.2051384981109584
165,3.6104071875,8.18283875,2022-10-17 18:01:59.380000+00:00,2022-10-17 18:02:32.165000+00:00,17,1.078381459435871,0.8570117457998783
166,3.6380915131578946,8.501224999999998,2022-10-17 18:03:40.215000+00:00,2022-10-17 18:04:14.650000+00:00,17,1.1694143665164292,1.1144269171785897
167,3.181426644736842,7.131200000000001,2022-10-17 18:04:35.268000+00:00,2022-10-17 18:05:09.643000+00:00,17,-0.3322126208136437,0.006762185526011344
168,2.952198263888889,6.3257725,2022-10-17 18:05:28.706000+00:00,2022-10-17 18:06:01.006000+00:00,17,-1.0859722085248869,-0.6444256655373701
169,3.730315416666667,7.896461250000001,2022-10-17 18:06:35.036000+00:00,2022-10-17 18:07:08.206000+00:00,17,1.4726693615076596,0.6254756375618269
170,3.2786017647058823,6.956247500000001,2022-10-17 18:07:30.820000+00:00,2022-10-17 18:08:05.003000+00:00,17,-0.012676802025833578,-0.13468684931966513
171,3.0681153676470587,6.415873749999999,2022-10-17 18:08:21.896000+00:00,2022-10-17 18:08:56.518000+00:00,18,-0.7048081135108654,-0.5715788365358474
172,3.1725852941176473,5.084029999999999,2022-10-17 18:09:17.112000+00:00,2022-10-17 18:09:51.425000+00:00,18,-0.36128516747162037,-1.6483740409641727
173,3.3415059375,8.46569375,2022-10-17 18:10:32.753000+00:00,2022-10-17 18:11:05.627000+00:00,18,0.1941676697416529,1.0856999140242465
174,3.0177998529411765,6.0398862499999995,2022-10-17 18:11:24.578000+00:00,2022-10-17 18:11:58.637000+00:00,18,-0.870257965225959,-0.87556459832284
175,2.911887569444444,5.802747500000001,2022-10-17 18:12:15.742000+00:00,2022-10-17 18:12:47.972000+00:00,18,-1.2185237377570057,-1.0672911944675652
176,3.223658355263158,6.310289999999999,2022-10-17 18:13:04.952000+00:00,2022-10-17 18:13:39.185000+00:00,18,-0.19334431577696867,-0.6569432613533677
177,2.8716506578947367,5.114906250000001,2022-10-17 18:14:07.422000+00:00,2022-10-17 18:14:41.558000+00:00,18,-1.3508326505900918,-1.6234106036760287
178,3.89706984375,8.066507500000002,2022-10-17 18:15:02.269000+00:00,2022-10-17 18:15:35.033000+00:00,18,2.0209991439822383,0.762957971004486
