interval_id,n_points,scratch_mean_theta0,scratch_mean_theta1,scratch_peak_theta0,scratch_peak_theta1,sklearn_mean_theta0,sklearn_mean_theta1,sklearn_peak_theta0,sklearn_peak_theta1,scratch_mean_rmse,scratch_mean_mae,scratch_mean_r2,sklearn_mean_rmse,sklearn_mean_mae,sklearn_mean_r2,scratch_peak_rmse,scratch_peak_mae,scratch_peak_r2,sklearn_peak_rmse,sklearn_peak_mae,sklearn_peak_r2
29,10,-24.443117317608323,0.0853507240476309,-56.02878288755484,0.1968306488588948,-24.443117317608323,0.0853507240476309,-56.02878288755483,0.1968306488588947,0.8684530639684047,0.763562267165246,0.07380378992424452,0.8684530639684047,0.763562267165246,0.07380378992424452,0.8348023655779585,0.6829416219759272,0.3144299424116078,0.8348023655779594,0.6829416219759279,0.3144299424116064
30,10,1.223045311347184,-0.0040982209280062,-0.0691810334856277,0.0012147816943424,1.2230453113471795,-0.0040982209280062,-0.0691810334856209,0.0012147816943424,1.0778966428813843,0.819761523535312,0.00011924458132739346,1.0778966428813843,0.8197615235353111,0.00011924458132728244,1.2621929656314421,1.1028300966646156,7.641798756896634e-06,1.2621929656314423,1.1028300966646145,7.64179875667459e-06
31,10,-44.0649632010065,0.1454630361542256,-42.09411742519007,0.138732200572333,-44.0649632010065,0.1454630361542256,-42.09411742519008,0.1387322005723331,0.5172375956232524,0.4201953825694084,0.39485548622105493,0.5172375956232524,0.4201953825694084,0.39485548622105493,0.7247199189861095,0.6152206266652543,0.2321400685533862,0.7247199189861094,0.6152206266652543,0.23214006855338642
32,10,-2.696433632455802,0.0082252987065764,-15.05348063527834,0.0474318483148289,-2.6964336324557947,0.0082252987065763,-15.05348063527834,0.0474318483148289,0.6790749708959701,0.5764105245232487,0.0012089170833081697,0.6790749708959701,0.5764105245232439,0.0012089170833081697,0.796474127790409,0.6404130552557918,0.028426688850227477,0.796474127790409,0.6404130552557918,0.028426688850227477
33,10,32.02122802974301,-0.0988294468730956,3.490829981362407,-0.0112263141005534,32.02122802974302,-0.0988294468730957,3.490829981362411,-0.0112263141005535,0.675482878155229,0.5118135480485787,0.1500956305426021,0.6754828781552286,0.5118135480485748,0.1500956305426031,0.5132357726317115,0.435807838500969,0.003931729170485454,0.5132357726317116,0.435807838500969,0.003931729170485121
34,10,11.749201927945824,-0.0349769822882488,29.773188483179,-0.0875606657887632,11.749201927945816,-0.0349769822882488,29.773188483179,-0.0875606657887632,0.800893806714852,0.6009914966627272,0.015491315663518246,0.800893806714852,0.6009914966627272,0.015491315663518135,0.8379454840040053,0.717860501202739,0.08263825797646496,0.8379454840040053,0.717860501202739,0.08263825797646496
35,10,33.83466219732639,-0.0981137254428685,-25.84032300193123,0.0739616448574214,33.8346621973264,-0.0981137254428685,-25.84032300193123,0.0739616448574214,1.0118980087256002,0.7417028050221196,0.07197776863748384,1.0118980087256004,0.7417028050221253,0.07197776863748373,1.1381427566431472,0.9412450630399318,0.03366669921851817,1.1381427566431472,0.9412450630399318,0.03366669921851817
36,10,-14.943256187313535,0.0402897719952283,1.3805546681700738,-0.0058855093623703,-14.94325618731354,0.0402897719952283,1.3805546681700782,-0.0058855093623704,0.5187788743546845,0.43653655217163917,0.047401168462140375,0.5187788743546845,0.4365365521716381,0.0474011684621406,0.6650839999745707,0.5974715216889074,0.0006456372379817221,0.6650839999745708,0.5974715216889074,0.0006456372379815001
37,10,27.428802618346975,-0.0758587469947602,42.091872416224206,-0.1153436746240728,27.42880261834697,-0.0758587469947602,42.09187241622421,-0.1153436746240728,0.998374558367241,0.7955964694202166,0.045464293481506934,0.998374558367241,0.7955964694202173,0.045464293481506934,0.69892187167127,0.5755392117341674,0.1834670117138696,0.69892187167127,0.5755392117341703,0.1834670117138696
38,10,41.94212304812816,-0.1112957973525205,-30.59851336122167,0.08090295929019,41.94212304812815,-0.1112957973525205,-30.59851336122167,0.08090295929019,1.1648315428973963,0.9590114918452161,0.07004050472277068,1.1648315428973963,0.9590114918452132,0.07004050472277068,1.0047122993028783,0.7955528316465085,0.050777060011100716,1.0047122993028783,0.7955528316465085,0.050777060011100716
39,10,37.97770568313543,-0.1008631171071739,8.591265860202714,-0.0237938970577385,37.97770568313543,-0.1008631171071739,8.591265860202718,-0.0237938970577385,0.6425022333528314,0.5381129823326978,0.16896241308990356,0.6425022333528314,0.5381129823326978,0.16896241308990356,0.581767305548373,0.476796797600836,0.01361238098902906,0.581767305548373,0.47679679760083526,0.01361238098902906
40,10,30.046015013087448,-0.075876155130991,32.939114469520646,-0.0845379226796345,30.04601501308746,-0.075876155130991,32.939114469520646,-0.0845379226796345,0.8651484566065303,0.563846484780664,0.05967097667217047,0.8651484566065303,0.5638464847806661,0.05967097667217047,0.6193596571149617,0.5475047783312404,0.13322284971688425,0.6193596571149617,0.5475047783312404,0.13322284971688425
41,10,-57.75371689924727,0.1427173636905172,-88.12768718154501,0.2171726912531228,-57.75371689924729,0.1427173636905173,-88.12768718154503,0.2171726912531228,0.7374739021297614,0.6250681330543021,0.23603970105095617,0.7374739021297593,0.6250681330543006,0.2360397010509605,0.7274565157554919,0.6210351002781181,0.4237227452504505,0.7274565157554919,0.6210351002781154,0.4237227452504505
42,10,-96.24368317926022,0.2310618980787275,-43.86614694752984,0.1050839099567704,-96.24368317926024,0.2310618980787276,-43.86614694752984,0.1050839099567704,0.8483438004982223,0.7156111354093738,0.37966096696259166,0.8483438004982233,0.7156111354093753,0.3796609669625901,0.8708314187746222,0.6472705659180521,0.10724796613054788,0.8708314187746222,0.6472705659180521,0.10724796613054788
43,10,67.92204372314215,-0.1598926750553584,59.227491758593295,-0.1390793172093927,67.92204372314214,-0.1598926750553584,59.22749175859331,-0.1390793172093927,1.4002627450124054,1.1954901651607888,0.09712270079385732,1.4002627450124057,1.1954901651607888,0.0971227007938571,1.0627153759913468,0.9089886518121993,0.12380692478356281,1.062715375991347,0.9089886518121993,0.12380692478356248
44,10,16.187450689837693,-0.0367107451316028,43.75280541748215,-0.1007305992676977,16.187450689837693,-0.0367107451316028,43.75280541748215,-0.1007305992676977,1.371738371457539,1.064938810990335,0.0058740707718383245,1.371738371457539,1.064938810990335,0.0058740707718383245,1.4805562083481179,1.3179125923813018,0.03678332438016352,1.4805562083481179,1.3179125923813018,0.03678332438016352
45,10,-35.44924033412399,0.0795865209533103,-46.61250128445826,0.1048612378396592,-35.44924033412399,0.0795865209533103,-46.61250128445827,0.1048612378396592,0.8665814244471852,0.6122487628305582,0.06505774789242735,0.8665814244471852,0.6122487628305582,0.06505774789242735,0.9195214100865131,0.6618675990001828,0.09689441503031382,0.9195214100865131,0.6618675990001828,0.09689441503031382
46,10,5.8277105846528645,-0.0133776092365279,48.607710661708325,-0.1075796212145296,5.827710584652862,-0.0133776092365278,48.60771066170833,-0.1075796212145296,0.7557175769824698,0.647901717975162,0.002578520746073676,0.7557175769824698,0.6479017179751535,0.002578520746073454,0.5503226824519127,0.45815298515179687,0.23969836341288098,0.5503226824519126,0.4581529851517983,0.2396983634128811
47,10,26.961860829695095,-0.0582765483859249,39.202156745037925,-0.0854327566876968,26.961860829695105,-0.0582765483859249,39.20215674503795,-0.0854327566876969,0.7973986114811157,0.6173696892879665,0.04220493504028522,0.7973986114811158,0.6173696892879709,0.04220493504028511,0.7994989794603267,0.6270670448019892,0.08609320356410233,0.7994989794603281,0.6270670448019906,0.08609320356409922
48,10,-18.559132115772897,0.0399356132140734,-40.6861593088814,0.0856426065543625,-18.559132115772893,0.0399356132140734,-40.68615930888141,0.0856426065543625,0.7440872803270082,0.6187705593688132,0.02321276515125137,0.7440872803270082,0.6187705593688132,0.02321276515125137,0.6002318749927632,0.4898290027565708,0.14380338216777777,0.6002318749927632,0.48982900275657226,0.14380338216777788
49,10,45.709817062206696,-0.0949240735463366,87.88042611512093,-0.1816057870577451,45.70981706220669,-0.0949240735463366,87.88042611512093,-0.1816057870577451,0.8172875662165325,0.7283184639712011,0.10014503369820227,0.8172875662165325,0.7283184639712011,0.10014503369820227,0.8896945207071214,0.7210911467389906,0.2558090339889333,0.8896945207071214,0.7210911467389906,0.2558090339889333
50,10,77.4115012149354,-0.1564176699105344,81.22617450203443,-0.1640458777609971,77.4115012149354,-0.1564176699105344,81.22617450203443,-0.1640458777609971,0.5459479359618705,0.4617215952983765,0.40377160329335193,0.5459479359618705,0.4617215952983765,0.40377160329335193,0.6272512643939839,0.4649304121833122,0.36073189208199274,0.6272512643939839,0.4649304121833122,0.36073189208199274
51,10,22.320458014973173,-0.0434721778337749,-2.5005774918171104,0.0059968424081791,22.32045801497318,-0.0434721778337749,-2.50057749181711,0.0059968424081791,0.8003703089682348,0.7007555399729292,0.02376026528794628,0.8003703089682348,0.7007555399729306,0.02376026528794628,0.9675738032220988,0.8450604492609205,0.0003168060079079549,0.9675738032220988,0.8450604492609205,0.0003168060079079549
52,10,3.7568360298880727,-0.0068132900208955,-25.70800768695353,0.0508482911522737,3.756836029888087,-0.0068132900208956,-25.70800768695353,0.0508482911522737,1.0786848379623808,0.9126276326461138,0.0003290301021439124,1.0786848379623808,0.9126276326461289,0.0003290301021440234,0.9028876212855856,0.8114973916629656,0.02549890934569865,0.9028876212855856,0.8114973916629656,0.02549890934569865
53,10,41.46492912829602,-0.0784958294362676,-53.22090544072913,0.1017523422226033,41.46492912829605,-0.0784958294362677,-53.2209054407291,0.1017523422226032,0.978131238924013,0.9070647411535374,0.050451050454240365,0.9781312389240141,0.9070647411535324,0.050451050454238144,0.7829357140934273,0.6641392679435804,0.12230252397195596,0.7829357140934264,0.6641392679435796,0.12230252397195762
54,10,0.4945878667203491,-0.0016506470179114,-37.47496298750394,0.0693489246165731,0.4945878667203321,-0.0016506470179114,-37.474962987503936,0.0693489246165731,0.8414378866996141,0.6595045315967969,3.174712913445177e-05,0.8414378866996142,0.6595045315968003,3.1747129134340746e-05,1.135704606391268,0.8754908985142004,0.029843145232434587,1.135704606391268,0.8754908985142018,0.029843145232434254
55,10,0.0327050216370559,-0.0007738514921655,3.4771422952923,-0.0062871145383297,0.0327050216370544,-0.0007738514921655,3.477142295292304,-0.0062871145383297,0.7450855944104494,0.6179251579707564,8.899241630166976e-06,0.7450855944104494,0.6179251579707566,8.899241630166976e-06,1.2165351630627526,0.9412389073956395,0.00022029856868654996,1.2165351630627523,0.9412389073956386,0.00022029856868666098
56,10,35.89720793156233,-0.0645821061476338,95.3336992111835,-0.1712277720779463,35.89720793156233,-0.0645821061476338,95.3336992111835,-0.1712277720779463,0.6975704299574554,0.5193543889982214,0.06604332954202441,0.6975704299574554,0.5193543889982214,0.06604332954202441,0.4607908649165983,0.37068858626455664,0.5325324678994882,0.4607908649165983,0.37068858626455664,0.5325324678994882
57,10,-12.86565041788082,0.0238021152190978,-51.92807212298837,0.0924913633794746,-12.865650417880811,0.0238021152190978,-51.92807212298836,0.0924913633794746,1.3881331580054428,1.290179654092403,0.0024197507909382576,1.3881331580054428,1.290179654092403,0.0024197507909382576,1.0272605785675735,0.7857938734720951,0.06268730044277304,1.0272605785675735,0.7857938734720965,0.06268730044277304
58,10,-12.53886259123757,0.0226739279304045,-1.6001780425886871,0.0037136021068148,-12.538862591237564,0.0226739279304045,-1.600178042588693,0.0037136021068148,1.1148001341134195,0.9852614645356297,0.0034012127786113844,1.1148001341134195,0.9852614645356297,0.0034012127786113844,1.0570380956748517,0.8588721026318951,0.00010181674003628682,1.0570380956748517,0.8588721026318952,0.00010181674003628682
59,10,58.86208285700732,-0.1000180774598152,-11.90432407372405,0.0201208766505243,58.86208285700734,-0.1000180774598153,-11.90432407372406,0.0201208766505243,0.6454144855531638,0.5376533474340575,0.1653607204854135,0.6454144855531638,0.5376533474340575,0.1653607204854134,0.9707456142246138,0.8231924771169721,0.0035318341418978383,0.9707456142246137,0.82319247711697,0.0035318341418979493
60,10,38.66736059505,-0.0646926869449604,95.16297278427766,-0.159590392776434,38.66736059505001,-0.0646926869449604,95.16297278427766,-0.159590392776434,0.6485803027389101,0.5467100397563645,0.07585382537038832,0.6485803027389101,0.5467100397563645,0.07585382537038832,1.140454031016156,0.9256803103736833,0.13908275198024378,1.140454031016156,0.9256803103736833,0.13908275198024378
61,10,-21.93689817791915,0.0363861805050855,41.71295600756142,-0.0679233350020778,-21.93689817791914,0.0363861805050855,41.71295600756141,-0.0679233350020778,0.7357775383530718,0.597902246807507,0.019776924633183923,0.7357775383530718,0.5979022468075113,0.019776924633183812,0.9877662743873218,0.9072800941709334,0.03754598915652718,0.9877662743873217,0.9072800941709334,0.037545989156527515
62,10,-4.248162952545305,0.0063802962848329,-40.36951045985402,0.0659312224509595,-4.2481629525453055,0.0063802962848329,-40.36951045985403,0.0659312224509596,0.9852315588071403,0.7906943741815305,0.00034586672269265595,0.9852315588071402,0.7906943741815309,0.00034586672269276697,1.3108639783952414,1.0713573912659071,0.020443278030190082,1.31086397839524,1.071357391265917,0.02044327803019208
63,10,-3.0333506330680757,0.0045882468108688,25.218738375007295,-0.0406753116697299,-3.033350633068065,0.0045882468108688,25.218738375007312,-0.0406753116697299,0.7988809578002602,0.7255907940928534,0.00027206030601512055,0.7988809578002602,0.7255907940928534,0.00027206030601512055,0.7849398468926138,0.6415595367747291,0.021673389757506545,0.7849398468926138,0.6415595367747255,0.021673389757506656
64,10,-24.9214544834258,0.0394374555673918,-7.202772378429432,0.0109784855475355,-24.921454483425794,0.0394374555673918,-7.202772378429435,0.0109784855475355,0.9777927623139236,0.856123541962568,0.013243057876443975,0.9777927623139236,0.8561235419625651,0.013243057876443975,0.5474376400183232,0.4501656884083377,0.003306975115858757,0.5474376400183232,0.45016568840833715,0.003306975115858979
65,10,-48.708917530811775,0.0759661396628562,48.745394384210485,-0.0751483176239779,-48.708917530811775,0.0759661396628562,48.74539438421049,-0.075148317623978,0.9470801826014199,0.7442345548086964,0.05040338713132686,0.9470801826014199,0.7442345548086964,0.05040338713132686,0.7198132260713317,0.5965983613814239,0.08250086327400097,0.7198132260713309,0.5965983613814337,0.08250086327400274
66,10,74.86601442733556,-0.1147771279761064,56.397690932799385,-0.0862312972820516,74.86601442733557,-0.1147771279761064,56.39769093279939,-0.0862312972820517,0.6652340589237836,0.5270395788074597,0.19716943832359368,0.6652340589237836,0.5270395788074568,0.19716943832359357,0.6838028411683192,0.44342933475673146,0.11598022955809395,0.6838028411683192,0.44342933475670876,0.11598022955809406
67,10,44.965820225778366,-0.0673629279073003,49.64088091105445,-0.0745909654886604,44.965820225778366,-0.0673629279073003,49.64088091105447,-0.0745909654886604,0.5766446090609013,0.46587028698684285,0.10119202858676934,0.5766446090609013,0.46587028698684285,0.10119202858676934,0.6867874640056558,0.5214985634423712,0.08868500658780809,0.6867874640056559,0.5214985634423741,0.08868500658780787
68,10,-69.07017837115845,0.1027781195432605,-16.91137561102897,0.0256881013628567,-69.07017837115842,0.1027781195432605,-16.911375611028937,0.0256881013628567,0.689568407594474,0.542950761853874,0.1548871161586466,0.689568407594474,0.542950761853874,0.1548871161586466,0.7565355078634337,0.5669716177756544,0.009422105450201168,0.7565355078634337,0.5669716177756544,0.009422105450201501
69,10,-83.39300572362515,0.1217124417831207,-54.29673484129331,0.0795283393263142,-83.3930057236252,0.1217124417831207,-54.2967348412933,0.0795283393263142,1.0552340325227818,0.9518974907573712,0.0989006194459755,1.0552340325227818,0.9518974907573712,0.09890061944597528,0.9359460858702465,0.7761553263522131,0.05621707277923205,0.9359460858702465,0.7761553263522116,0.05621707277923205
70,10,-6.92223824606817,0.0104054650669178,69.98236012046924,-0.1010970035098682,-6.922238246068183,0.0104054650669178,69.98236012046924,-0.1010970035098682,0.7287994189328368,0.5672471401862589,0.001678924411787519,0.728799418932837,0.5672471401862589,0.001678924411787408,0.6623736540059972,0.5099617411938404,0.1612055418797652,0.6623736540059972,0.5099617411938404,0.1612055418797652
71,10,-96.03546757082091,0.1362992013871182,13.385792368332863,-0.0194523903106878,-96.03546757082091,0.1362992013871182,13.385792368332874,-0.0194523903106878,1.253944589586669,1.0990493974647226,0.08881576785587286,1.253944589586669,1.0990493974647226,0.08881576785587286,1.0079735197581088,0.9001812865907528,0.0030631572953153663,1.0079735197581088,0.9001812865907528,0.0030631572953153663
72,10,-93.87634665002292,0.1311082387564815,23.86267924530265,-0.0334035772427515,-93.87634665002292,0.1311082387564815,23.862679245302672,-0.0334035772427515,1.1322522587425925,0.9671536999362065,0.09960075818084235,1.1322522587425925,0.9671536999362065,0.09960075818084235,0.9810465515554746,0.7915980880795276,0.00947385250378352,0.9810465515554746,0.7915980880795361,0.00947385250378352
