interval_id,n_points,scratch_mean_theta0,scratch_mean_theta1,scratch_peak_theta0,scratch_peak_theta1,sklearn_mean_theta0,sklearn_mean_theta1,sklearn_peak_theta0,sklearn_peak_theta1
51,10,22.320458014973173,-0.0434721778337749,-2.5005774918171104,0.005996842408179189,22.32045801497318,-0.04347217783377491,-2.50057749181711,0.00599684240817919
52,10,3.7568360298880727,-0.006813290020895574,-25.70800768695353,0.05084829115227378,3.756836029888087,-0.006813290020895602,-25.70800768695353,0.05084829115227378
53,10,41.46492912829602,-0.07849582943626769,-53.22090544072913,0.10175234222260336,41.46492912829605,-0.07849582943626775,-53.2209054407291,0.10175234222260329
54,10,0.49458786672034916,-0.0016506470179114333,-37.47496298750394,0.06934892461657312,0.4945878667203321,-0.0016506470179114018,-37.474962987503936,0.0693489246165731
55,10,0.03270502163705591,-0.0007738514921655533,3.4771422952923,-0.006287114538329702,0.03270502163705441,-0.0007738514921655509,3.477142295292304,-0.006287114538329709
56,10,35.89720793156233,-0.06458210614763389,95.3336992111835,-0.17122777207794637,35.89720793156233,-0.06458210614763389,95.3336992111835,-0.17122777207794637
57,10,-12.86565041788082,0.02380211521909787,-51.92807212298837,0.09249136337947468,-12.865650417880811,0.023802115219097857,-51.92807212298836,0.09249136337947467
58,10,-12.53886259123757,0.022673927930404514,-1.6001780425886873,0.003713602106814871,-12.538862591237564,0.0226739279304045,-1.6001780425886927,0.003713602106814881
59,10,58.86208285700732,-0.10001807745981528,-11.90432407372405,0.02012087665052434,58.86208285700734,-0.10001807745981531,-11.904324073724059,0.02012087665052435
60,10,38.66736059505,-0.06469268694496044,95.16297278427766,-0.15959039277643405,38.66736059505001,-0.06469268694496046,95.16297278427766,-0.15959039277643405
61,10,-21.93689817791915,0.03638618050508557,41.71295600756142,-0.06792333500207783,-21.93689817791914,0.03638618050508555,41.71295600756141,-0.06792333500207781
62,10,-4.248162952545305,0.006380296284832993,-40.36951045985402,0.06593122245095959,-4.2481629525453055,0.006380296284832993,-40.36951045985403,0.0659312224509596
63,10,-3.0333506330680753,0.004588246810868836,25.218738375007298,-0.04067531166972995,-3.0333506330680655,0.004588246810868821,25.218738375007312,-0.04067531166972997
64,10,-24.921454483425798,0.03943745556739188,-7.202772378429432,0.010978485547535563,-24.921454483425794,0.03943745556739187,-7.202772378429435,0.010978485547535567
65,10,-48.708917530811775,0.07596613966285622,48.745394384210485,-0.07514831762397799,-48.708917530811775,0.07596613966285622,48.74539438421049,-0.075148317623978
66,10,74.86601442733556,-0.11477712797610641,56.397690932799385,-0.08623129728205169,74.86601442733557,-0.11477712797610642,56.39769093279939,-0.0862312972820517
67,10,44.965820225778366,-0.06736292790730036,49.64088091105445,-0.07459096548866044,44.965820225778366,-0.06736292790730036,49.64088091105447,-0.07459096548866047
68,10,-69.07017837115845,0.10277811954326059,-16.91137561102897,0.025688101362856763,-69.07017837115842,0.10277811954326058,-16.911375611028937,0.025688101362856722
69,10,-83.39300572362515,0.12171244178312071,-54.29673484129331,0.07952833932631423,-83.3930057236252,0.12171244178312077,-54.2967348412933,0.07952833932631423
70,10,-6.92223824606817,0.010405465066917847,69.98236012046924,-0.10109700350986828,-6.922238246068183,0.010405465066917865,69.98236012046924,-0.10109700350986829
71,10,-96.03546757082091,0.13629920138711824,13.385792368332863,-0.019452390310687875,-96.03546757082093,0.13629920138711826,13.385792368332874,-0.019452390310687892
72,10,-93.87634665002291,0.13110823875648156,23.862679245302655,-0.03340357724275155,-93.87634665002291,0.13110823875648156,23.862679245302672,-0.03340357724275158
73,10,-59.161357134472226,0.08162354359181961,61.51828622132213,-0.08483599179854295,-59.161357134472226,0.08162354359181961,61.518286221322136,-0.08483599179854297
74,10,-4.298782812899729,0.00641265508460034,-2.676920799528481,0.004049035311725283,-4.298782812899721,0.006412655084600329,-2.676920799528475,0.004049035311725274
75,10,58.63674180390886,-0.07821130847848051,-66.1601216779415,0.08890295897931208,58.63674180390886,-0.07821130847848051,-66.16012167794155,0.08890295897931215
76,10,-212.1367669071779,0.2811112138703054,-86.14697548500124,0.11402320577145333,-212.13676690717793,0.28111121387030547,-86.14697548500124,0.11402320577145335
77,10,59.30446828750639,-0.07704718674947265,3.474256861131891,-0.004384420312686216,59.30446828750639,-0.07704718674947265,3.474256861131881,-0.004384420312686203
78,10,-66.0388072974303,0.08508521150924056,-50.267830143416305,0.06450213805015854,-66.0388072974303,0.08508521150924056,-50.26783014341628,0.06450213805015852
79,10,-91.90675745793128,0.11705248718111486,-78.43690927521118,0.09969185839526092,-91.90675745793129,0.11705248718111488,-78.4369092752112,0.09969185839526096
80,10,5.345157466316614,-0.0065353122908541166,19.90486427933071,-0.02502036820972402,5.345157466316662,-0.006535312290854176,19.904864279330713,-0.025020368209724028
81,10,-9.684301611443377,0.011971637893022972,-91.23410777888836,0.11326851269424673,-9.684301611443368,0.01197163789302296,-91.23410777888837,0.11326851269424675
82,10,160.6023459991412,-0.19662605406881495,144.55499118890708,-0.17724190765284487,160.60234599914122,-0.19662605406881498,144.5549911889072,-0.17724190765284498
83,10,108.95728749254855,-0.13190485422098314,-6.328742086083386,0.007976072453915782,108.95728749254855,-0.13190485422098314,-6.328742086083381,0.007976072453915777
84,10,9.502496931363655,-0.011608480178721277,-29.98823824883584,0.03605986790576064,9.502496931363648,-0.011608480178721268,-29.988238248835838,0.036059867905760636
85,10,-139.76662383955554,0.1650313671401841,-54.30305957298837,0.06420271319518359,-139.7666238395556,0.16503136714018415,-54.30305957298838,0.0642027131951836
86,8,153.28531065146188,-0.1792093842213461,150.9088960316446,-0.1764311899662554,153.28531065146197,-0.1792093842213462,150.90889603164467,-0.17643118996625548
