interval_id,n_points,scratch_mean_theta0,scratch_mean_theta1,scratch_peak_theta0,scratch_peak_theta1,sklearn_mean_theta0,sklearn_mean_theta1,sklearn_peak_theta0,sklearn_peak_theta1
1,10,0.17783984956489657,-0.10278818316792021,0.2581909768222368,-0.15417813773478176,0.1778398495648963,-0.10278818316792021,0.25819097682223624,-0.15417813773478176
2,10,-0.8404174505886411,0.09949764200668593,-0.9347661566476042,0.07314549174518492,-0.8404174505886413,0.09949764200668597,-0.9347661566476042,0.07314549174518493
3,10,0.8120685610149383,-0.03079220909657673,2.212510420766527,-0.07456074161261039,0.8120685610149372,-0.030792209096576685,2.2125104207665274,-0.0745607416126104
4,10,3.7093696772585534,-0.09200126928924313,5.002872161316823,-0.12450889632242722,3.7093696772585547,-0.09200126928924315,5.002872161316824,-0.12450889632242722
5,10,-6.638421268842281,0.14309787719603323,-5.626308012699797,0.11380223886903965,-6.638421268842281,0.14309787719603323,-5.626308012699795,0.11380223886903959
6,10,-7.841824768469322,0.14866085135205395,-6.25926636700433,0.12093255496051279,-7.841824768469324,0.14866085135205398,-6.2592663670043285,0.12093255496051276
7,10,-1.3282464429924254,0.02595296992575686,-3.0043433094983376,0.0503698970854888,-1.328246442992426,0.02595296992575687,-3.004343309498338,0.05036989708548881
8,10,8.827535985391467,-0.1172931503398167,14.857793214955331,-0.1909811116934978,8.827535985391469,-0.11729315033981673,14.857793214955331,-0.1909811116934978
9,10,-2.426644197615537,0.025784021436681417,-0.5161368823872089,0.003248042341462692,-2.426644197615537,0.02578402143668142,-0.5161368823872095,0.0032480423414626976
10,10,-12.771143502318395,0.13676154504617075,-11.533328778987846,0.12298563345618341,-12.771143502318395,0.13676154504617075,-11.533328778987846,0.12298563345618341
11,10,-7.055245592074823,0.0666766568979144,-10.357814786773675,0.09561065297304303,-7.055245592074823,0.0666766568979144,-10.357814786773677,0.09561065297304304
12,10,1.9217293070987658,-0.016854802379610425,-4.215398422820616,0.03608323477005929,1.9217293070987695,-0.016854802379610456,-4.215398422820616,0.03608323477005929
13,10,23.56809886176357,-0.18696391540188032,20.512937152125847,-0.167808894941075,23.56809886176357,-0.18696391540188032,20.51293715212585,-0.16780889494107504
14,10,-2.187599927755279,0.014235341637207941,-10.595312516478018,0.07754294520059386,-2.1875999277552824,0.014235341637207966,-10.595312516478018,0.07754294520059386
15,10,-47.02546797096538,0.31499904765797765,-21.80113631736652,0.1452036952157529,-47.02546797096539,0.31499904765797765,-21.80113631736652,0.1452036952157529
16,10,15.991617140770312,-0.10126503877532499,-3.5621969406253036,0.02485046134033409,15.991617140770318,-0.10126503877532501,-3.5621969406253013,0.024850461340334078
17,10,6.3460134102036365,-0.035949747743775934,6.098584154360449,-0.035542621456047,6.346013410203632,-0.035949747743775906,6.098584154360449,-0.035542621456047
18,10,-12.71074355615324,0.07061058877463626,-15.181637003915016,0.08393175802041727,-12.710743556153242,0.07061058877463627,-15.181637003915023,0.08393175802041732
19,10,0.04824617276642318,0.0005523217332122153,16.52295625132818,-0.08620856912007785,0.04824617276641932,0.0005523217332122365,16.522956251328182,-0.08620856912007786
20,10,8.129635652629199,-0.04106934508027453,-0.5674138030543815,0.002630019510780689,8.129635652629199,-0.04106934508027454,-0.567413803054379,0.002630019510780677
21,10,30.16162618152292,-0.14471854315999216,14.437459756356958,-0.06877668348649488,30.161626181522923,-0.1447185431599922,14.43745975635696,-0.06877668348649488
22,10,13.940752587528015,-0.06657681030445844,-38.49299053868004,0.17769306046292677,13.940752587528014,-0.06657681030445844,-38.49299053868005,0.1776930604629268
23,10,-16.911920391138036,0.07495003505720933,-59.69847901185668,0.26564476873731535,-16.911920391138032,0.07495003505720932,-59.698479011856705,0.26564476873731546
24,10,-7.975866242639062,0.033994004608403273,2.9678606503594205,-0.013590374347982334,-7.975866242639065,0.03399400460840329,2.9678606503594227,-0.013590374347982343
25,10,-24.407247815714,0.09906131182174933,-0.42670580696767346,0.0015506186073259071,-24.407247815713994,0.0990613118217493,-0.42670580696767374,0.0015506186073259078
26,10,-12.63286053679452,0.048999486909399946,-1.8668926618221104,0.00680946458114858,-12.632860536794523,0.04899948690939995,-1.8668926618221116,0.0068094645811485836
27,10,43.5511917741099,-0.16413509347262062,16.69671565865695,-0.06407302047028313,43.55119177410991,-0.16413509347262065,16.696715658656956,-0.06407302047028315
28,10,-20.113589848467598,0.07283477897314863,-7.532893182778498,0.02815063022719346,-20.113589848467594,0.07283477897314862,-7.532893182778496,0.028150630227193454
29,10,-24.443117317608323,0.08535072404763092,-56.02878288755484,0.1968306488588948,-24.443117317608323,0.08535072404763092,-56.02878288755483,0.19683064885889479
30,10,1.223045311347184,-0.004098220928006259,-0.06918103348562771,0.0012147816943424497,1.2230453113471795,-0.004098220928006244,-0.06918103348562094,0.0012147816943424278
31,10,-44.0649632010065,0.14546303615422565,-42.09411742519007,0.13873220057233307,-44.0649632010065,0.14546303615422565,-42.09411742519008,0.1387322005723331
32,10,-2.696433632455802,0.008225298706576406,-15.053480635278339,0.047431848314828905,-2.6964336324557947,0.008225298706576383,-15.05348063527834,0.04743184831482891
33,10,32.02122802974301,-0.09882944687309567,3.490829981362407,-0.011226314100553492,32.02122802974302,-0.09882944687309572,3.490829981362411,-0.011226314100553506
34,10,11.749201927945823,-0.03497698228824881,29.773188483179002,-0.08756066578876322,11.749201927945817,-0.0349769822882488,29.773188483179,-0.0875606657887632
35,10,33.83466219732639,-0.09811372544286855,-25.84032300193123,0.07396164485742142,33.8346621973264,-0.09811372544286857,-25.84032300193123,0.07396164485742142
36,10,-14.943256187313535,0.04028977199522833,1.3805546681700738,-0.005885509362370396,-14.943256187313539,0.04028977199522834,1.3805546681700782,-0.00588550936237041
37,10,27.428802618346978,-0.07585874699476022,42.091872416224206,-0.11534367462407281,27.42880261834697,-0.07585874699476021,42.09187241622421,-0.11534367462407283
38,10,41.94212304812816,-0.11129579735252053,-30.59851336122167,0.08090295929019009,41.94212304812815,-0.1112957973525205,-30.59851336122167,0.08090295929019009
39,10,37.977705683135426,-0.10086311710717394,8.591265860202714,-0.02379389705773853,37.977705683135426,-0.10086311710717392,8.591265860202718,-0.023793897057738544
40,10,30.046015013087448,-0.07587615513099101,32.939114469520646,-0.08453792267963452,30.04601501308746,-0.07587615513099104,32.939114469520646,-0.08453792267963453
41,10,-57.75371689924727,0.14271736369051727,-88.12768718154501,0.2171726912531228,-57.75371689924729,0.1427173636905173,-88.12768718154503,0.21717269125312286
42,10,-96.24368317926022,0.23106189807872757,-43.866146947529835,0.10508390995677042,-96.24368317926023,0.2310618980787276,-43.86614694752984,0.10508390995677043
43,10,67.92204372314215,-0.15989267505535848,59.227491758593295,-0.13907931720939273,67.92204372314214,-0.15989267505535845,59.22749175859331,-0.13907931720939276
44,10,16.187450689837693,-0.03671074513160287,43.75280541748215,-0.1007305992676977,16.187450689837693,-0.03671074513160287,43.75280541748215,-0.1007305992676977
45,10,-35.44924033412399,0.07958652095331037,-46.61250128445826,0.10486123783965923,-35.44924033412399,0.07958652095331038,-46.61250128445827,0.10486123783965924
46,10,5.8277105846528645,-0.013377609236527902,48.607710661708325,-0.10757962121452963,5.827710584652862,-0.013377609236527897,48.60771066170833,-0.10757962121452964
47,10,26.961860829695098,-0.05827654838592497,39.202156745037925,-0.08543275668769687,26.961860829695105,-0.058276548385924984,39.20215674503795,-0.08543275668769693
48,10,-18.559132115772897,0.039935613214073455,-40.6861593088814,0.08564260655436251,-18.559132115772893,0.03993561321407345,-40.68615930888141,0.08564260655436252
49,10,45.709817062206696,-0.09492407354633665,87.88042611512093,-0.18160578705774516,45.70981706220669,-0.09492407354633664,87.88042611512093,-0.18160578705774516
50,10,77.4115012149354,-0.15641766991053443,81.22617450203443,-0.1640458777609971,77.4115012149354,-0.15641766991053443,81.22617450203443,-0.1640458777609971
