Number_Beds,Price
2,759000.0
2,999000.0
2,850000.0
2,659900.0
5,2688000.0
3,1399000.0
5,1995000.0
4,1099000.0
2,788000.0
2,664900.0
1,468500.0
5,2149000.0
2,674000.0
4,3195000.0
2,690000.0
5,2799000.0
1,642000.0
3,1389000.0
3,1265000.0
2,1699000.0
1,499000.0
1,499888.0
4,1049888.0
2,698000.0
3,2849888.0
3,1328000.0
2,599999.0
3,1365000.0
4,1550000.0
2,610000.0
4,1099000.0
2,975000.0
2,745000.0
2,1099000.0
2,738880.0
3,799900.0
3,2999999.0
2,699900.0
6,3339000.0
1,618000.0
4,1649000.0
3,3599900.0
2,699990.0
4,1300000.0
2,975000.0
3,899000.0
2,799000.0
3,849000.0
4,3699000.0
1,525000.0
3,1099000.0
7,2595000.0
4,1259900.0
2,1225000.0
2,925000.0
2,1250000.0
1,589900.0
2,680000.0
2,849900.0
3,1199000.0
3,799000.0
1,509000.0
4,1900000.0
2,598888.0
2,1095000.0
5,1479000.0
5,998000.0
3,1299000.0
3,849000.0
2,980000.0
5,4739000.0
3,998000.0
2,1299900.0
4,2799000.0
3,2495000.0
2,1450000.0
1,699900.0
2,599000.0
2,849000.0
1,599900.0
1,599000.0
5,1399900.0
4,1709000.0
2,620000.0
3,1129000.0
4,1950000.0
3,1698000.0
3,988000.0
2,699900.0
2,749000.0
4,3199999.0
1,549800.0
1,359000.0
5,3695000.0
3,799000.0
6,2249000.0
1,659990.0
4,899000.0
3,975000.0
3,1099000.0
3,749900.0
4,2399000.0
2,415000.0
3,999999.0
5,1499000.0
5,2499998.0
6,1699000.0
3,1599000.0
3,1499000.0
2,749999.0
4,2388000.0
2,629000.0
2,1250000.0
2,629000.0
2,815000.0
1,520000.0
2,599900.0
2,599900.0
5,6095000.0
4,2099000.0
2,749900.0
2,679000.0
4,3849000.0
3,898800.0
3,1098999.0
1,579000.0
2,599000.0
2,724900.0
4,1249000.0
2,649900.0
3,949000.0
2,730000.0
4,1149000.0
3,499900.0
7,1149000.0
3,799000.0
5,1525000.0
3,45000.0
2,599000.0
2,678888.0
4,1829000.0
2,595000.0
2,765000.0
1,599000.0
3,1349000.0
2,659100.0
2,1139000.0
3,1290000.0
4,1999000.0
6,3379000.0
2,729000.0
3,1195000.0
2,839000.0
2,2399000.0
3,1200000.0
3,749900.0
1,399000.0
2,525000.0
3,899000.0
3,3149900.0
4,1695000.0
3,999785.0
3,1155000.0
2,1080000.0
3,1150000.0
3,899900.0
1,499999.0
2,619000.0
4,798000.0
1,649000.0
2,685000.0
1,829900.0
4,950000.0
2,668000.0
3,1359999.0
3,1399900.0
2,575000.0
3,1399000.0
2,688000.0
2,838000.0
2,723000.0
3,950000.0
4,1849000.0
1,529000.0
2,599000.0
2,629999.0
4,749000.0
2,799000.0
2,575000.0
1,539000.0
4,988000.0
3,1159000.0
5,1649000.0
1,675000.0
3,949888.0
2,749900.0
2,699000.0
1,750000.0
2,759900.0
3,1079000.0
4,1150000.0
2,630000.0
3,2198000.0
3,1488000.0
2,639900.0
4,2199000.0
1,699000.0
2,968000.0
2,669000.0
1,575000.0
4,985000.0
2,635000.0
4,1495000.0
1,778000.0
1,649900.0
2,925000.0
2,549800.0
4,2248000.0
2,708000.0
6,3099000.0
2,715000.0
3,739000.0
1,530000.0
4,1875000.0
4,2588800.0
2,650000.0
4,1499000.0
2,675000.0
1,599900.0
1,509900.0
7,7595000.0
1,535000.0
4,2188800.0
2,629999.0
5,2699900.0
10,2380000.0
1,648888.0
4,1495000.0
3,524900.0
2,595888.0
5,3495000.0
3,2475000.0
1,650000.0
2,895000.0
2,575000.0
15,2999900.0
3,1075000.0
1,714900.0
4,1799999.0
2,749900.0
2,798000.0
5,3995000.0
4,1049800.0
3,499888.0
3,998000.0
5,2399000.0
3,929000.0
5,2260000.0
2,725000.0
5,2650000.0
2,1099900.0
1,479900.0
4,698000.0
3,769900.0
3,3999990.0
2,759000.0
2,645000.0
2,809000.0
3,1298800.0
2,699900.0
5,2999000.0
3,959999.0
2,848000.0
1,636000.0
2,488000.0
1,899000.0
3,888000.0
3,1149999.0
4,3198000.0
6,2749000.0
5,1599000.0
2,647500.0
2,624500.0
1,499999.0
3,819000.0
4,1862400.0
3,999000.0
3,1299900.0
4,1399000.0
3,980000.0
4,1639000.0
1,599000.0
2,799000.0
4,4999000.0
3,1999900.0
2,829900.0
2,724500.0
3,1710000.0
2,749900.0
3,1768000.0
2,1249000.0
1,668000.0
2,1149999.0
2,588000.0
4,2050000.0
1,560000.0
2,599999.0
3,1599999.0
1,475000.0
3,1195000.0
2,665000.0
2,639900.0
3,599900.0
4,1499000.0
3,1048000.0
1,449000.0
4,799000.0
1,519900.0
2,749900.0
2,645000.0
2,675000.0
3,1475000.0
2,669900.0
2,700000.0
3,930000.0
1,579900.0
2,600000.0
1,679000.0
3,639900.0
1,564900.0
1,725000.0
2,549000.0
1,499999.0
2,799900.0
3,1375000.0
1,866800.0
2,829000.0
2,895000.0
4,1099999.0
2,888000.0
5,1499999.0
2,724900.0
3,774900.0
2,649000.0
2,599888.0
2,749900.0
1,619900.0
2,739900.0
3,1080000.0
2,499000.0
2,728000.0
3,888000.0
2,620000.0
2,649999.0
2,625000.0
2,689000.0
4,999000.0
5,1745000.0
1,598000.0
5,999888.0
2,569989.0
2,799900.0
2,678000.0
1,589000.0
2,788000.0
5,5150000.0
4,1995000.0
2,778000.0
3,1899000.0
3,1248000.0
2,589900.0
2,629900.0
3,459900.0
5,1349000.0
4,1899000.0
4,1799000.0
4,3098000.0
4,1635000.0
3,898000.0
3,1278000.0
2,979000.0
2,1099000.0
5,3369000.0
2,1099000.0
2,725000.0
3,2995000.0
2,899000.0
1,579000.0
2,597500.0
2,619000.0
2,724900.0
2,1249000.0
2,499999.0
1,549000.0
1,399900.0
3,2699000.0
2,699000.0
5,3595000.0
2,929000.0
2,890000.0
5,1458000.0
1,599000.0
2,799000.0
2,769999.0
2,835000.0
5,2349900.0
2,1070000.0
3,1599000.0
2,999000.0
4,899900.0
2,949900.0
1,538000.0
2,649900.0
3,825000.0
1,619900.0
1,410000.0
1,620000.0
2,609900.0
2,899000.0
3,1369000.0
15,5825000.0
3,1850000.0
2,758000.0
2,699900.0
6,2688888.0
2,925000.0
1,769000.0
2,619000.0
4,1399000.0
3,619999.0
2,1795000.0
2,679900.0
2,730000.0
2,659999.0
1,700000.0
2,828800.0
2,699000.0
3,2699000.0
1,628888.0
1,610000.0
3,456999.0
3,1650000.0
4,1125990.0
1,1062990.0
2,719900.0
2,598888.0
1,628888.0
2,818800.0
1,672000.0
6,1299999.0
1,599900.0
2,779000.0
1,549900.0
2,698000.0
2,2095000.0
2,699000.0
4,1150000.0
3,1168000.0
2,739000.0
2,759000.0
1,415000.0
3,1090000.0
2,1129900.0
3,799000.0
2,720000.0
3,859000.0
2,799000.0
5,2995000.0
3,1689000.0
5,3198000.0
3,1795000.0
3,1099000.0
2,649000.0
2,456999.0
1,579000.0
4,1675000.0
2,2200000.0
1,559000.0
1,489000.0
5,1500000.0
2,655000.0
2,659900.0
1,828000.0
2,899000.0
3,1752400.0
2,1398000.0
3,1425000.0
1,1099000.0
2,1299000.0
2,708800.0
4,1995000.0
3,999999.0
5,3795000.0
4,2899000.0
2,1148800.0
2,990000.0
2,1672000.0
8,1999000.0
2,674900.0
4,899900.0
2,419900.0
2,425000.0
3,1200000.0
3,500000.0
5,1149000.0
4,865000.0
5,999000.0
4,999999.0
4,1049000.0
3,929000.0
3,929000.0
1,589900.0
5,1999800.0
4,1075999.0
2,648000.0
4,2998000.0
3,1495000.0
2,879000.0
2,890800.0
2,1099000.0
1,699990.0
2,899900.0
2,2099000.0
3,559000.0
3,1799000.0
3,848000.0
2,674900.0
2,849000.0
9,1450000.0
2,775000.0
1,590000.0
2,749900.0
2,649900.0
5,1225000.0
2,649000.0
1,699900.0
5,2399900.0
1,499900.0
1,549000.0
7,2498888.0
1,799000.0
3,1399900.0
1,729000.0
4,1749000.0
5,3395000.0
3,1299999.0
5,5788000.0
1,629900.0
2,1349900.0
1,539900.0
1,649000.0
4,2500000.0
2,799000.0
2,844000.0
2,699000.0
2,912000.0
2,688800.0
2,649900.0
5,4289000.0
2,1775000.0
2,1589000.0
2,625000.0
4,2500000.0
1,673900.0
2,729000.0
1,499900.0
2,725000.0
2,1189000.0
2,694999.0
3,889900.0
3,1199000.0
4,1299000.0
3,1699900.0
2,899000.0
5,2995000.0
4,2688000.0
1,649900.0
1,448800.0
3,2098000.0
1,629900.0
2,1228000.0
3,1649000.0
2,1045000.0
4,1349900.0
4,1699000.0
1,640000.0
2,879000.0
1,559000.0
4,1698000.0
5,3350000.0
2,749000.0
3,1050000.0
5,999900.0
4,1099900.0
1,599000.0
5,4688000.0
3,1098000.0
2,1099900.0
2,899900.0
2,719000.0
3,1288000.0
2,869260.0
5,5588000.0
3,979000.0
2,689800.0
1,648000.0
2,739000.0
4,2750000.0
2,880000.0
1,529000.0
3,1189000.0
2,799900.0
2,1299000.0
3,1415000.0
3,1338000.0
2,933900.0
1,449900.0
3,988000.0
2,829900.0
4,929000.0
6,2245000.0
4,1550000.0
8,3499900.0
4,3726000.0
2,628000.0
3,2499000.0
3,1799000.0
2,929000.0
2,586800.0
1,549900.0
3,859000.0
3,898900.0
1,499900.0
1,559900.0
2,1498000.0
1,369900.0
2,640000.0
2,819000.0
3,1050000.0
3,888000.0
1,599900.0
2,624900.0
2,829900.0
2,879900.0
2,798000.0
1,688000.0
3,1998000.0
2,695000.0
1,489000.0
3,1748000.0
3,989000.0
4,1069900.0
4,1799000.0
5,2799900.0
2,599900.0
2,879000.0
3,949000.0
5,2298999.0
2,1598000.0
4,1879000.0
4,2249000.0
5,7888000.0
2,575900.0
2,1035000.0
2,649900.0
5,5750000.0
2,1429900.0
3,1289000.0
1,600000.0
2,748000.0
4,2750000.0
2,948000.0
5,2198000.0
7,2125000.0
2,519900.0
2,1669000.0
1,639000.0
2,869000.0
3,1139000.0
2,880000.0
3,1299000.0
3,599900.0
4,1499000.0
4,1498000.0
3,655000.0
3,779000.0
4,995000.0
4,1238000.0
4,1099000.0
3,1649000.0
3,1369000.0
5,4900000.0
3,1399000.0
4,1399000.0
1,539000.0
1,773500.0
2,589000.0
3,929000.0
2,765000.0
2,949900.0
5,3598888.0
2,988000.0
2,728800.0
2,749000.0
1,479000.0
2,1079000.0
2,679000.0
3,859900.0
1,540000.0
2,650000.0
4,1000000.0
1,698000.0
4,3998000.0
4,1198000.0
2,559000.0
4,1225000.0
3,988000.0
2,879000.0
2,899900.0
2,815000.0
1,579000.0
2,599000.0
1,599000.0
5,10950000.0
2,919000.0
1,598000.0
1,699800.0
1,549900.0
4,2189999.0
5,1599000.0
1,475000.0
2,1485000.0
3,1299000.0
1,549900.0
3,930000.0
2,1164000.0
1,599000.0
3,875000.0
5,2199000.0
2,799000.0
3,1499000.0
2,598000.0
4,2199000.0
2,829000.0
4,2300000.0
2,599000.0
1,550000.0
1,649000.0
2,2880000.0
1,455000.0
1,599000.0
5,1698000.0
2,925000.0
4,6580000.0
2,1549900.0
2,899900.0
1,649998.0
5,2990000.0
5,3749000.0
3,1199000.0
4,1499000.0
2,999000.0
1,488000.0
3,1088000.0
2,899000.0
2,3480000.0
5,2058000.0
3,1898000.0
2,1289000.0
1,998000.0
4,1195000.0
4,1799999.0
2,799000.0
2,1128000.0
5,2988000.0
5,4800000.0
1,749000.0
1,688800.0
1,595000.0
2,799000.0
4,2998000.0
2,1020000.0
2,799900.0
5,1780000.0
2,799900.0
3,1479900.0
2,999999.0
5,2350000.0
2,848000.0
2,1598000.0
7,6295000.0
2,849999.0
2,925000.0
6,4888000.0
6,3990000.0
1,554000.0
5,1380000.0
2,3900000.0
3,764900.0
1,1598000.0
1,699800.0
3,1580000.0
3,3299900.0
2,1319900.0
3,2488000.0
3,3279900.0
2,1179900.0
5,2299000.0
3,910000.0
2,1138000.0
4,2598000.0
2,1899000.0
4,1599000.0
1,699000.0
2,1830000.0
3,1358900.0
4,2598000.0
3,1645000.0
1,708000.0
2,897800.0
4,2588000.0
1,560000.0
2,999999.0
2,1588000.0
3,2598000.0
3,7880000.0
5,2299999.0
7,4298000.0
2,875000.0
3,1958000.0
2,649000.0
5,2797000.0
4,2595000.0
2,6370000.0
6,5780000.0
6,3659000.0
3,2880000.0
3,1898000.0
3,1898000.0
1,679000.0
1,499800.0
4,1168000.0
3,1678800.0
1,589000.0
1,639000.0
3,1999000.0
1,664900.0
3,1668000.0
4,1899000.0
4,1899000.0
4,4288000.0
2,1328000.0
1,489900.0
2,988000.0
2,790000.0
5,1899999.0
1,648000.0
3,1699000.0
2,790000.0
1,489900.0
2,988000.0
1,648000.0
2,599000.0
5,1899999.0
2,1976000.0
3,2049000.0
3,2498000.0
3,2549000.0
3,1899000.0
3,1648000.0
2,899000.0
2,1995000.0
5,3348888.0
1,724900.0
7,4580000.0
3,1799000.0
1,728800.0
2,599800.0
5,1900000.0
1,728800.0
3,1799000.0
1,799000.0
3,1600000.0
1,598800.0
5,1649900.0
6,2399000.0
2,874900.0
4,2999800.0
1,659000.0
3,1995000.0
1,699000.0
2,839000.0
3,1849000.0
2,1398000.0
3,2188000.0
6,4499000.0
2,1248000.0
5,1798000.0
2,1599800.0
2,620000.0
1,818000.0
5,1848888.0
2,888000.0
2,650000.0
1,619000.0
3,2998000.0
5,3700000.0
2,999000.0
2,1659900.0
4,1999000.0
1,799900.0
2,699000.0
3,1279900.0
3,3949000.0
3,1149900.0
3,1399000.0
8,4488000.0
1,828000.0
5,2549000.0
2,1090000.0
2,688000.0
1,589900.0
1,698000.0
2,2499000.0
1,619000.0
6,2699000.0
3,2598000.0
2,899000.0
6,4280000.0
2,1150000.0
6,3380000.0
8,3799000.0
7,3300000.0
3,1800000.0
2,1285000.0
2,1098000.0
2,1118000.0
9,7680000.0
2,2049900.0
1,689000.0
4,1800000.0
2,799000.0
2,1479000.0
2,989000.0
1,495000.0
7,3998000.0
5,2178000.0
5,1899900.0
7,3788000.0
1,880000.0
1,680000.0
2,2299999.0
4,2360000.0
4,1980000.0
6,1999999.0
2,898000.0
4,1849000.0
1,699900.0
4,2360000.0
3,2250000.0
4,2180000.0
1,499900.0
2,799000.0
4,12698000.0
5,1570000.0
1,698000.0
1,599900.0
5,1838000.0
1,785000.0
1,799000.0
5,3188000.0
1,629000.0
4,2399900.0
2,988000.0
4,2588000.0
6,2298800.0
1,838000.0
3,1499900.0
1,488000.0
3,1009800.0
4,3788000.0
5,3998000.0
1,549000.0
3,1997300.0
2,1375000.0
2,1238000.0
2,1488000.0
2,1449000.0
6,4950000.0
3,1568000.0
2,620000.0
1,689900.0
2,849500.0
8,6288000.0
2,1999900.0
4,2180000.0
1,488000.0
5,3999000.0
5,4500000.0
2,1788000.0
1,799000.0
3,2288000.0
1,825000.0
2,1099000.0
2,788800.0
2,799900.0
1,555000.0
2,1349000.0
5,2298000.0
2,978000.0
2,1029900.0
1,525000.0
1,650000.0
2,1328000.0
3,1159000.0
2,1088000.0
1,695000.0
1,549800.0
1,749000.0
2,899900.0
2,1888000.0
2,1098000.0
3,3498000.0
2,759900.0
4,1328000.0
2,850000.0
1,728000.0
5,7995000.0
1,569900.0
1,599900.0
1,1049000.0
6,3788000.0
1,575000.0
4,1398000.0
2,825000.0
2,899900.0
8,4300000.0
2,1180000.0
3,1749000.0
2,968000.0
2,779000.0
2,769000.0
3,1068800.0
2,798900.0
1,599000.0
2,425000.0
2,2099000.0
2,860000.0
1,899000.0
8,2850000.0
1,694900.0
1,599000.0
3,2299000.0
2,889900.0
2,1648000.0
1,795000.0
9,3888000.0
6,2588000.0
5,2849000.0
3,1749900.0
2,4089000.0
3,919900.0
1,798000.0
3,1298000.0
2,999000.0
3,2098000.0
3,1599000.0
5,10000000.0
2,749500.0
5,5375000.0
3,1899000.0
3,1738000.0
1,1075000.0
3,1998000.0
2,1049900.0
4,1579900.0
5,9980000.0
6,2180000.0
3,2850000.0
5,1488800.0
3,1348000.0
3,1298000.0
1,619999.0
1,599000.0
6,2998000.0
2,1080000.0
4,5998000.0
2,1468888.0
4,3800000.0
5,2099000.0
1,728000.0
5,3598000.0
1,659000.0
1,629000.0
1,689000.0
5,2598800.0
1,729900.0
3,2590000.0
4,2480000.0
2,868000.0
5,1599900.0
4,1499000.0
1,724000.0
2,949000.0
7,6788000.0
3,1795000.0
3,2148000.0
1,724000.0
2,1298000.0
2,1068000.0
1,849000.0
6,2288000.0
1,638888.0
3,1080000.0
1,738000.0
3,1899000.0
1,879000.0
5,2799900.0
5,2849000.0
2,1075000.0
4,1499000.0
2,1048000.0
3,1568000.0
2,899990.0
2,825000.0
1,744000.0
1,899000.0
1,749999.0
1,799900.0
5,4899000.0
2,825000.0
1,568800.0
5,4200000.0
7,2990000.0
6,5880000.0
1,598000.0
2,599000.0
1,749900.0
5,4380000.0
2,1049000.0
3,1199999.0
1,649900.0
7,1869000.0
1,649900.0
1,599900.0
2,2300000.0
2,1098000.0
6,4580000.0
3,1799000.0
7,4998000.0
5,3298000.0
2,730000.0
2,2650000.0
2,979900.0
2,775000.0
5,4998000.0
6,6697000.0
3,1599000.0
5,1935000.0
5,2438000.0
2,1888000.0
1,629000.0
5,4700000.0
7,2688000.0
4,2695000.0
4,9998000.0
3,1238000.0
2,859000.0
1,1090000.0
3,1249900.0
6,18950000.0
2,779000.0
5,3188000.0
1,599900.0
6,3688000.0
1,798800.0
2,5278000.0
1,649000.0
5,4580000.0
2,1349900.0
2,1020000.0
3,1988000.0
3,2498000.0
1,574900.0
1,369900.0
2,799000.0
2,2350000.0
3,1338000.0
3,1358000.0
3,2190000.0
3,3099000.0
4,2280000.0
2,769000.0
2,1180000.0
1,729000.0
7,13288000.0
1,543000.0
3,1499999.0
4,1599000.0
1,548000.0
2,665000.0
4,1698000.0
3,1699000.0
3,1699000.0
2,1990000.0
1,699900.0
3,1668000.0
1,678000.0
1,724900.0
2,1600000.0
3,1499000.0
2,2875000.0
3,4300000.0
1,725000.0
1,903900.0
4,1638000.0
3,1068000.0
2,879000.0
1,899900.0
4,997000.0
7,19880000.0
3,1999900.0
2,999000.0
2,1190000.0
1,699000.0
1,590000.0
4,1688000.0
3,1568000.0
1,499999.0
3,2880000.0
2,1160000.0
2,998000.0
2,1208000.0
1,638000.0
4,1700000.0
2,890000.0
1,719000.0
1,610000.0
2,785000.0
1,548000.0
3,1445000.0
3,3990000.0
1,820000.0
5,5899000.0
2,1199900.0
2,1190000.0
1,608000.0
5,1749000.0
2,1538000.0
1,828000.0
1,748000.0
2,1298000.0
2,878000.0
2,1549000.0
4,2200000.0
4,1599000.0
6,2890000.0
4,2699000.0
1,629000.0
3,1899000.0
1,628000.0
5,1999000.0
5,1880000.0
3,1599000.0
6,10880000.0
2,780000.0
3,1950000.0
4,2849000.0
5,2298000.0
3,2489000.0
2,999000.0
1,709900.0
1,765000.0
3,1698000.0
1,748000.0
3,2159900.0
2,799000.0
2,949000.0
1,585000.0
1,879000.0
1,1100000.0
1,575000.0
6,23800000.0
1,257000.0
2,728000.0
6,3238000.0
2,924900.0
3,1624900.0
5,1980000.0
3,849000.0
2,995000.0
7,3790000.0
2,998000.0
2,998000.0
5,3195000.0
5,3195000.0
2,949900.0
3,8900000.0
2,725000.0
5,8998000.0
2,1079000.0
1,740000.0
1,698500.0
6,3680000.0
2,2198000.0
2,949800.0
2,1019900.0
3,1524900.0
3,1249900.0
5,10780000.0
2,968000.0
2,599900.0
2,938000.0
2,1349000.0
4,1746900.0
4,1746900.0
2,909000.0
3,3175000.0
2,1228000.0
1,699900.0
2,799000.0
4,1500000.0
2,9490000.0
3,1999000.0
6,4250000.0
3,1128800.0
3,2299000.0
2,859000.0
3,2299000.0
2,914900.0
4,1746900.0
2,780000.0
8,3680000.0
2,1120000.0
2,1399999.0
2,2588000.0
2,1559000.0
2,1098800.0
4,1498000.0
1,728000.0
1,649900.0
1,599000.0
2,869900.0
5,7380000.0
2,1032888.0
4,3288000.0
6,6990000.0
4,2724900.0
6,1888888.0
2,1215800.0
2,998800.0
2,843800.0
2,1160000.0
2,818800.0
2,1184900.0
2,729000.0
3,1088888.0
4,2070000.0
2,758000.0
1,639000.0
4,1780000.0
5,4288000.0
